ID,1stChoice,2nd Choice,3rd Choice,4th Choice,5th Choice ,6th Choice,7th Choice,8th Choice,9th Choice,10th Choice,11th Choice,12th Choice,13th Choice,14th Choice,15th Choice,16th Choice,17th Choice,18th Choice
000101-00-0773,C18,C17,C05,C04,C16,C03,C12,C13,C14,,,,,,,,,
000101-00-0775,C18,C17,C12,,,,,,,,,,,,,,,
000101-00-0777,C03,,,,,,,,,,,,,,,,,
000101-00-0779,C03,C17,C15,,,,,,,,,,,,,,,
000101-00-0782,C18,C08,C12,C17,,,,,,,,,,,,,,
000101-00-0784,C18,C05,,,,,,,,,,,,,,,,
000101-00-0785,C18,C17,C16,C05,C14,,,,,,,,,,,,,
000101-00-0788,C17,C18,C05,,,,,,,,,,,,,,,
000101-00-0790,C18,C17,C05,,,,,,,,,,,,,,,
000101-00-0791,C17,C18,C05,C11,C12,C13,C14,C16,C03,C04,C01,C10,C15,C06,C07,,,
000101-00-0794,C03,C05,C04,,,,,,,,,,,,,,,
000101-00-0796,C12,C18,,,,,,,,,,,,,,,,
000101-00-0798,C18,C12,C05,,,,,,,,,,,,,,,
000101-00-0801,C10,C01,C06,C15,C07,C11,C09,C02,C08,C16,C04,C03,C13,C18,C14,C12,C05,C17
000101-00-0803,C18,C17,C04,,,,,,,,,,,,,,,
000101-00-0804,C13,C06,C15,C12,C03,C16,C04,C17,C14,,,,,,,,,
000101-00-0807,C18,C05,C17,,,,,,,,,,,,,,,
000101-00-0809,C13,C17,C16,C18,C03,,,,,,,,,,,,,
000101-00-0810,C17,,,,,,,,,,,,,,,,,
000101-00-0812,C18,C05,C17,,,,,,,,,,,,,,,
000101-00-0814,C16,C10,C18,C09,C12,C04,C06,C14,C17,C07,C11,C03,C13,C08,C15,C01,C02,C05
000101-00-0816,C10,C15,C16,C17,C06,C05,C12,,,,,,,,,,,
000101-00-0819,C17,C18,C04,,,,,,,,,,,,,,,
000101-00-0820,C06,C18,,,,,,,,,,,,,,,,
000101-00-0822,C18,C05,C12,C14,C15,C16,C03,C04,,,,,,,,,,
000101-00-0824,C18,C17,C05,C04,C12,,,,,,,,,,,,,
000101-00-0826,C03,C16,C05,C09,C13,C14,C17,C02,,,,,,,,,,
000101-00-0829,C18,C17,C05,C12,C03,,,,,,,,,,,,,
000101-00-0831,C17,C05,C18,C04,,,,,,,,,,,,,,
000101-00-0833,C03,C04,C06,,,,,,,,,,,,,,,
000101-00-0835,C18,C05,C17,,,,,,,,,,,,,,,
000101-00-0836,C10,C01,C07,C13,C14,C12,C16,,,,,,,,,,,
000101-00-0838,C01,C18,C17,C05,C12,C03,,,,,,,,,,,,
000101-00-0840,C05,C18,C04,C17,C16,C03,C07,C13,C06,C08,C09,C10,C11,C12,C14,C15,,
000101-00-0843,C18,C16,,,,,,,,,,,,,,,,
000101-00-0845,C18,C05,C14,C17,C12,,,,,,,,,,,,,
000101-00-0847,C04,C14,C16,C17,C18,C03,,,,,,,,,,,,
000101-00-0848,C18,C12,C15,C14,,,,,,,,,,,,,,
000101-00-0850,C12,C18,C05,C17,C03,,,,,,,,,,,,,
000101-00-0852,C01,C10,C06,,,,,,,,,,,,,,,
000101-00-0854,C18,C05,C17,C12,,,,,,,,,,,,,,
000101-00-0856,C04,C03,C14,C16,,,,,,,,,,,,,,
000102-00-0001,0)C02=C03=C04=C05=C06=C12=C13=C15=C16=C17=C18,,,,,,,,,,,,,,,,,
000102-00-0002,C17,C18,WI01,,,,,,,,,,,,,,,
000102-00-0002,C18,C12,C17,C05,,,,,,,,,,,,,,
000102-00-0003,C18,,,,,,,,,,,,,,,,,
000102-00-0004,C10,C16,C04,C05,C14,C09,C11,C12,C15,WI01,,,,,,,,
000102-00-0004,C16,C14,C18,C04,C17,C03,C05,C13,C12,C01,C02,C06,C07,C08,C09,C10,C11,C15
000102-00-0005,C12,C17,C05,,,,,,,,,,,,,,,
000102-00-0006,C12,C05,C18,C17,,,,,,,,,,,,,,
000102-00-0006,0),,,,,,,,,,,,,,,,,
000102-00-0007,C12,C17,C03,,,,,,,,,,,,,,,
000102-00-0008,C03,C04,C05,C11,C16,C17,C14,C15,C18,WI01,C07,,,,,,,
000102-00-0009,C18,C05,C14,C17,,,,,,,,,,,,,,
000102-00-0009,C09,C07,C06,C18,C15,C11,C12,C13,C14,C16,C17,C01,C02,C03,C04,C05,C08,C10
000102-00-0010,C18,C09,,,,,,,,,,,,,,,,
000102-00-0010,C18,C17,,,,,,,,,,,,,,,,
000102-00-0011,C18,C17,C05,C14,C16,C02,C01,C15,C13,C12,C09,C08,C10,C11,C04,C06,,
000102-00-0013,C18,,,,,,,,,,,,,,,,,
000102-00-0015,C18,C17,C04,,,,,,,,,,,,,,,
000102-00-0016,C04,C18,C03,C14,,,,,,,,,,,,,,
000102-00-0018,C18,C05,C17,,,,,,,,,,,,,,,
000102-00-0020,C18,C03,,,,,,,,,,,,,,,,
000102-00-0023,C17,C18,C05,,,,,,,,,,,,,,,
000102-00-0024,C05,C17,C18,,,,,,,,,,,,,,,
000102-00-0026,C18,C05,,,,,,,,,,,,,,,,
000102-00-0028,C18,C17,C05,,,,,,,,,,,,,,,
000102-00-0031,C18,C05,C14,C17,,,,,,,,,,,,,,
000102-00-0032,C18,C17,C12,C14,,,,,,,,,,,,,,
000102-00-0034,C18,C05,C17,,,,,,,,,,,,,,,
000102-00-0036,C18,,,,,,,,,,,,,,,,,
000102-00-0036,C02,,,,,,,,,,,,,,,,,
000102-00-0037,WI01,,,,,,,,,,,,,,,,,
000102-00-0038,C18,C14,C12,C07,C06,,,,,,,,,,,,,
000102-00-0039,C18,C17,C05,C14,C12,,,,,,,,,,,,,
000102-00-0040,C15,,,,,,,,,,,,,,,,,
000102-00-0043,C16,C04,C14,C13,C06,C03,,,,,,,,,,,,
000102-00-0045,C18,C05,C12,,,,,,,,,,,,,,,
000102-00-0046,C18,C14,C03,C12,C04,,,,,,,,,,,,,
000102-00-0048,C18,C17,C04,,,,,,,,,,,,,,,
000102-00-0050,C18,C14,C17,,,,,,,,,,,,,,,
000102-00-0052,C18,C01,C04,C12,C11,,,,,,,,,,,,,
000102-00-0054,C16,C06,C04,C15,C10,C13,C01,C14,C03,,,,,,,,,
000102-00-0057,C18,C16,C14,C03,C05,C04,C17,C13,C12,C07,C10,C01,C06,C09,C02,C15,C11,C08
000102-00-0058,C18,C17,C05,C12,,,,,,,,,,,,,,
000102-00-0061,C12,C18,,,,,,,,,,,,,,,,
000102-00-0062,C18,C05,C14,,,,,,,,,,,,,,,
000102-00-0064,C18,C17,C05,,,,,,,,,,,,,,,
000102-00-0066,C03,C18,C14,C17,,,,,,,,,,,,,,
000102-00-0068,C18,C04,C14,C03,C16,,,,,,,,,,,,,
000102-00-0070,C14,C15,C16,C18,C17,C01,C02,C11,C12,C13,,,,,,,,
000102-00-0072,C03,C18,C10,C12,C17,C04,C05,,,,,,,,,,,
000102-00-0074,C18,C05,,,,,,,,,,,,,,,,
000102-00-0077,C14,C18,C16,C03,C13,C08,C15,C10,C17,C12,C01,C06,C05,C04,C11,C07,C02,C09
000102-00-0079,C18,C05,,,,,,,,,,,,,,,,
000102-00-0080,C16,C06,C04,C14,C13,C15,C03,C10,C11,,,,,,,,,
000102-00-0082,C18,C17,C05,,,,,,,,,,,,,,,
000102-00-0085,C17,C18,,,,,,,,,,,,,,,,
000102-00-0086,C18,C17,,,,,,,,,,,,,,,,
000102-00-0088,C18,C10,C09,C11,C13,C17,,,,,,,,,,,,
000102-00-0090,C04,C03,C16,,,,,,,,,,,,,,,
000102-00-0092,C18,C17,C12,C05,C14,,,,,,,,,,,,,
000102-00-0094,C18,C17,,,,,,,,,,,,,,,,
000102-00-0096,C18,C17,,,,,,,,,,,,,,,,
000102-00-0098,C18,C17,C12,C05,C07,,,,,,,,,,,,,
000102-00-0101,C18,C17,,,,,,,,,,,,,,,,
000102-00-0103,C05,C04,C17,C18,C14,,,,,,,,,,,,,
000102-00-0106,C13,C04,C03,C06,C16,C17,C18,,,,,,,,,,,
000102-00-0107,C18,C16,C10,C01,C04,C06,C13,C15,C17,,,,,,,,,
000102-00-0110,C18,C05,C17,,,,,,,,,,,,,,,
000102-00-0111,C17,C18,C05,,,,,,,,,,,,,,,
000102-00-0115,C18,C12,C05,C09,C16,C17,C06,C08,C10,C11,C15,C14,C02,C01,C07,C13,C04,C03
000102-00-0117,C18,C04,,,,,,,,,,,,,,,,
000102-00-0118,C18,C17,C04,C05,C16,C02,C12,C13,C01,,,,,,,,,
000102-00-0120,C18,C17,C01,,,,,,,,,,,,,,,
000102-00-0121,C18,C17,C04,C05,C15,C16,C12,C13,C11,,,,,,,,,
000102-00-0124,C16,C13,C04,C14,C03,C12,C06,C15,,,,,,,,,,
000102-00-0125,C09,C02,C07,C17,C05,C12,C03,C01,C18,C16,C15,C13,C14,C10,C04,C06,C08,C11
000102-00-0128,C18,C17,C05,C12,C14,C01,C08,C09,C10,,,,,,,,,
000102-00-0129,C09,C02,C07,C18,,,,,,,,,,,,,,
000102-00-0132,C06,C09,C13,C10,C14,C15,C02,C01,,,,,,,,,,
000102-00-0134,C18,C17,C05,C11,C12,,,,,,,,,,,,,
000102-00-0135,C05,C17,C18,,,,,,,,,,,,,,,
000102-00-0138,C18,C17,C12,,,,,,,,,,,,,,,
000102-00-0141,C18,C17,C05,,,,,,,,,,,,,,,
000102-00-0142,C17,C04,C05,C18,,,,,,,,,,,,,,
000102-00-0143,C18,,,,,,,,,,,,,,,,,
000102-00-0145,C18,C17,,,,,,,,,,,,,,,,
000102-00-0148,C10,C15,C03,C04,C05,C12,C13,,,,,,,,,,,
000102-00-0150,C18,C17,C10,,,,,,,,,,,,,,,
000102-00-0152,C18,,,,,,,,,,,,,,,,,
000102-00-0153,C15,C10,C03,C04,C13,C16,C06,C12,C17,C14,C05,C07,C08,C18,C01,,,
000102-00-0156,C18,C16,C03,C07,,,,,,,,,,,,,,
000102-00-0158,C18,C12,C17,,,,,,,,,,,,,,,
000102-00-0160,C17,C18,C01,C02,C06,C07,C08,,,,,,,,,,,
000102-00-0161,C18,C17,,,,,,,,,,,,,,,,
000102-00-0164,C18,C17,C14,,,,,,,,,,,,,,,
000102-00-0166,C18,C17,C12,C05,,,,,,,,,,,,,,
000102-00-0167,C18,C17,C05,C12,,,,,,,,,,,,,,
000102-00-0169,C18,C16,C17,C11,C12,,,,,,,,,,,,,
000102-00-0171,C17,C18,C12,,,,,,,,,,,,,,,
000102-00-0173,C12,C18,C17,C05,,,,,,,,,,,,,,
000102-00-0175,C17,C18,C12,C13,,,,,,,,,,,,,,
000102-00-0178,C18,C17,C05,,,,,,,,,,,,,,,
000102-00-0179,C18,C17,,,,,,,,,,,,,,,,
000102-00-0182,C18,C03,C17,C05,C16,,,,,,,,,,,,,
000102-00-0183,C18,C17,C13,,,,,,,,,,,,,,,
000102-00-0186,C12,,,,,,,,,,,,,,,,,
000102-00-0188,C10,C18,C14,,,,,,,,,,,,,,,
000102-00-0190,C12,C18,C14,C17,,,,,,,,,,,,,,
000102-00-0191,C05,C17,C18,,,,,,,,,,,,,,,
000102-00-0193,C17,C18,,,,,,,,,,,,,,,,
000102-00-0195,C05,C18,C17,C13,C02,C09,,,,,,,,,,,,
000102-00-0197,C18,,,,,,,,,,,,,,,,,
000102-00-0200,C17,C18,C04,C05,C12,C16,C13,C03,C07,,,,,,,,,
000102-00-0202,C18,C12,C05,C17,,,,,,,,,,,,,,
000102-00-0204,C18,C06,,,,,,,,,,,,,,,,
000102-00-0206,C18,C10,C12,C17,C05,C07,C09,C04,,,,,,,,,,
000102-00-0208,C18,C12,C14,C03,C04,C10,C11,C17,,,,,,,,,,
000102-00-0209,C14,C12,C18,C03,,,,,,,,,,,,,,
000102-00-0211,C05,C17,C18,C13,,,,,,,,,,,,,,
000102-00-0213,C18,C17,C05,,,,,,,,,,,,,,,
000102-00-0215,C17,C18,C05,,,,,,,,,,,,,,,
000102-00-0218,C18,C17,C05,C15,C14,C10,C07,,,,,,,,,,,
000102-00-0219,C18,C17,C05,C12,C14,,,,,,,,,,,,,
000102-00-0222,C17,C18,,,,,,,,,,,,,,,,
000102-00-0224,C18,C17,C16,C14,C12,C04,C03,C02,,,,,,,,,,
000102-00-0225,C18,C17,C13,C03,,,,,,,,,,,,,,
000102-00-0228,C17,C18,,,,,,,,,,,,,,,,
000102-00-0229,C05,C17,C12,C18,,,,,,,,,,,,,,
000102-00-0231,C18,C13,C16,C11,C07,,,,,,,,,,,,,
000102-00-0234,C18,C04,C17,,,,,,,,,,,,,,,
000102-00-0236,C01,C11,C12,C16,C03,C04,C17,C15,C10,C13,C05,C14,,,,,,
000102-00-0237,C18,,,,,,,,,,,,,,,,,
000102-00-0239,C18,,,,,,,,,,,,,,,,,
000102-00-0242,C12,C16,C10,C05,C18,,,,,,,,,,,,,
000102-00-0245,C15,C10,C18,,,,,,,,,,,,,,,
000102-00-0246,C18,C17,,,,,,,,,,,,,,,,
000102-00-0249,C17,C05,C12,C14,,,,,,,,,,,,,,
000102-00-0250,C18,C05,C17,C08,C12,,,,,,,,,,,,,
000102-00-0252,C13,C14,C01,C06,C08,C10,,,,,,,,,,,,
000102-00-0253,C18,,,,,,,,,,,,,,,,,
000102-00-0255,C18,C17,C14,C04,C11,,,,,,,,,,,,,
000102-00-0257,C18,,,,,,,,,,,,,,,,,
000102-00-0259,C18,,,,,,,,,,,,,,,,,
000102-00-0261,C18,C17,C05,C12,C14,C04,C13,C03,C16,,,,,,,,,
000102-00-0263,C17,C18,C05,C12,C14,C07,C10,C13,,,,,,,,,,
000102-00-0266,C18,C12,C17,,,,,,,,,,,,,,,
000102-00-0268,C18,C06,C12,,,,,,,,,,,,,,,
000102-00-0270,C17,C18,C03,C04,C06,,,,,,,,,,,,,
000102-00-0273,C18,C12,,,,,,,,,,,,,,,,
000102-00-0274,C18,C12,,,,,,,,,,,,,,,,
000102-00-0275,C17,C18,,,,,,,,,,,,,,,,
000102-00-0278,C06,C14,C05,C13,C03,C01,C15,C10,C07,C08,C11=C12,C17,C16,C02,C04,C09,C18,
000102-00-0279,C18,C04,C05,C16,C03,C12,C09,,,,,,,,,,,
000102-00-0281,C18,C17,C05,C13,C14,C12,C11,C10,C09,C08,C06,C07,C15,C16,C01,C02,C03,C04
000102-00-0283,C18,C05,C12,C17,,,,,,,,,,,,,,
000102-00-0284,C18,C16,C17,C05,C13,C12,C04,,,,,,,,,,,
000102-00-0287,C18,C04,C05,C12,C17,,,,,,,,,,,,,
000102-00-0288,C18,C17,C03,C12,C05,C13,C04,C16,C14,C15,C07,C06,C09,C10,C02,C01,,
000102-00-0290,C01,C04,C03,C05,C11,C16,C17,C18,C12,,,,,,,,,
000102-00-0293,C16,C13,C15,C04,C03,C18,C05,C14,C12,,,,,,,,,
000102-00-0294,C18,C05,C15,,,,,,,,,,,,,,,
000102-00-0296,C05,C17,C18,,,,,,,,,,,,,,,
000102-00-0299,C06,C18,,,,,,,,,,,,,,,,
000102-00-0301,C10,C18,C17,C14,C12,C08,C09,C02,C01,C11,C13,,,,,,,
000102-00-0304,C17,C05,C18,C12,C13,,,,,,,,,,,,,
000102-00-0306,C17,C18,C05,,,,,,,,,,,,,,,
000102-00-0307,C12,C17,C18,C05,C13,C03,C16,,,,,,,,,,,
000102-00-0308,C18,C12,C17,C05,,,,,,,,,,,,,,
000102-00-0310,C18,C12,C17,C05,,,,,,,,,,,,,,
000102-00-0312,C17,C18,C12,C05,C04,C13,C15,C03,C10,,,,,,,,,
000102-00-0314,C18,C05,C17,,,,,,,,,,,,,,,
000102-00-0315,C17,C05,C02,C11,C09,C01,C13,C15,C04,,,,,,,,,
000102-00-0316,C18,,,,,,,,,,,,,,,,,
000102-00-0319,C18,C17,C05,C07,C10,C09,C11,,,,,,,,,,,
000102-00-0321,C06,C15,,,,,,,,,,,,,,,,
000102-00-0322,C18,C05,C17,,,,,,,,,,,,,,,
000102-00-0324,C17,C12,C14,C05,,,,,,,,,,,,,,
000102-00-0325,C18,C17,C05,C12,C01,,,,,,,,,,,,,
000102-00-0327,C18,,,,,,,,,,,,,,,,,
000102-00-0329,C18,C14,C16,C05,C17,,,,,,,,,,,,,
000102-00-0331,C14,C16,C04,C18,C03,C13,C06,C17,C15,,,,,,,,,
000102-00-0333,C18,C17,C05,C07,C16,C04,C09,C12,,,,,,,,,,
000102-00-0335,C17,C05,C14,,,,,,,,,,,,,,,
000102-00-0339,0)C17=C18,,,,,,,,,,,,,,,,,
000102-00-0340,C18,C05,C12,,,,,,,,,,,,,,,
000102-00-0343,C18,C04,,,,,,,,,,,,,,,,
000102-00-0345,C18,C03,C04,C05,C12,C17,,,,,,,,,,,,
000102-00-0347,C18,C17,C05,C04,C03,C16,C13,C12,C15,,,,,,,,,
000102-00-0349,C17,C11,,,,,,,,,,,,,,,,
000102-00-0350,C18,C05,C17,C14,C12,C16,,,,,,,,,,,,
000102-00-0353,C18,C17,,,,,,,,,,,,,,,,
000102-00-0354,C18,C17,C12,C13,C16,C03,C04,C05,C15,,,,,,,,,
000102-00-0357,C18,C02,C13,,,,,,,,,,,,,,,
000102-00-0359,C18,C17,C05,C12,,,,,,,,,,,,,,
000102-00-0360,C17,C18,C05,C12,,,,,,,,,,,,,,
000102-00-0363,C18,C17,C05,C12,C04,C14,C15,,,,,,,,,,,
000102-00-0364,C18,C05,,,,,,,,,,,,,,,,
000102-00-0366,C16,C18,C04,,,,,,,,,,,,,,,
000102-00-0369,C17,C18,C05,,,,,,,,,,,,,,,
000102-00-0371,C17,C18,,,,,,,,,,,,,,,,
000102-00-0373,C18,C05,C17,C07,C15,C03,C06,C09,C04,C02,C01,C16,C10,C11,C12,C13,C08,C14
000102-00-0374,C05,C03,C16,,,,,,,,,,,,,,,
000102-00-0376,C16,C17,C18,,,,,,,,,,,,,,,
000102-00-0378,C18,C05,,,,,,,,,,,,,,,,
000102-00-0381,C18,C12,C05,,,,,,,,,,,,,,,
000102-00-0382,C18,C12,C05,C17,C04,C13,C15,C10,C08,,,,,,,,,
000102-00-0384,C18,C05,C12,C17,C13,C10,C09,C11,C08,C02,C03,C04,C06,C07,C14,C15,C16,
000102-00-0385,C05,C17,C12,C08,C07,,,,,,,,,,,,,
000102-00-0387,C18,,,,,,,,,,,,,,,,,
000102-00-0390,C17,C18,C05,C12,,,,,,,,,,,,,,
000102-00-0392,C18,C17,C05,C12,,,,,,,,,,,,,,
000102-00-0394,C10,C16,C18,C02,C03,,,,,,,,,,,,,
000102-00-0396,C18,C17,C04,,,,,,,,,,,,,,,
000102-00-0400,C18,C17,C16,C05,C03,C14,,,,,,,,,,,,
000102-00-0401,C18,C17,C16,C05,C03,C14,,,,,,,,,,,,
000102-00-0403,C18,C17,C12,C05,,,,,,,,,,,,,,
000102-00-0404,C17,C18,C05,C12,C13,C04,C03,,,,,,,,,,,
000102-00-0407,C18,C05,C04,C12,C17,C16,C14,C03,C13,C07,C08,C09,C06,C10,,,,
000102-00-0409,C18,,,,,,,,,,,,,,,,,
000102-00-0411,C18,C12,,,,,,,,,,,,,,,,
000102-00-0413,C18,C16,,,,,,,,,,,,,,,,
000102-00-0415,C14,C03,C13,C05,C17,C16,C06,C15,C04,C12,,,,,,,,
000102-00-0416,C18,C17,C12,,,,,,,,,,,,,,,
000102-00-0418,C18,C04,C03,C02,,,,,,,,,,,,,,
000102-00-0421,C18,C03,C04,C12,C13,C15,C01,C06,C16,C14,,,,,,,,
000102-00-0422,C18,C05,C10,,,,,,,,,,,,,,,
000102-00-0423,C18,C17,C05,,,,,,,,,,,,,,,
000102-00-0425,C03,C08,C11,,,,,,,,,,,,,,,
000102-00-0428,C18,,,,,,,,,,,,,,,,,
000102-00-0429,C15,C16,C13,C05,C04,,,,,,,,,,,,,
000102-00-0431,C05,C18,C12,,,,,,,,,,,,,,,
000102-00-0433,C18,,,,,,,,,,,,,,,,,
000102-00-0435,C18,,,,,,,,,,,,,,,,,
000102-00-0437,C18,C17,,,,,,,,,,,,,,,,
000102-00-0440,C18,C16,,,,,,,,,,,,,,,,
000102-00-0441,C18,,,,,,,,,,,,,,,,,
000102-00-0443,C18,C05,C17,C04,C12,,,,,,,,,,,,,
000102-00-0444,C04,C12,C17,C06,,,,,,,,,,,,,,
000102-00-0447,C18,C17,,,,,,,,,,,,,,,,
000102-00-0450,C17,C18,,,,,,,,,,,,,,,,
000102-00-0451,C18,C05,C10,C11,C12,C13,C14,C15,C16,C17,C01,C02,C03,C04,C06,C07,C08,C09
000102-00-0452,C18,C05,C03,C04,,,,,,,,,,,,,,
000102-00-0454,C17,C18,C04,C05,C07,C08,C10,,,,,,,,,,,
000102-00-0457,C14,C04,C06,C16,C03,C17,C01,C13,,,,,,,,,,
000102-00-0459,C18,C17,C14,C04,,,,,,,,,,,,,,
000102-00-0460,C18,C05,,,,,,,,,,,,,,,,
000102-00-0463,C18,C17,C12,C04,,,,,,,,,,,,,,
000102-00-0464,C18,C17,C12,C04,,,,,,,,,,,,,,
000102-00-0466,C18,C05,C04,C01,C02,C03,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15,C16,C17
000102-00-0468,C18,C12,C05,C17,C14,C16,,,,,,,,,,,,
000102-00-0470,C18,C12,C17,C05,,,,,,,,,,,,,,
000102-00-0472,C18,C17,C12,,,,,,,,,,,,,,,
000102-00-0475,C18,C17,,,,,,,,,,,,,,,,
000102-00-0477,C12,C18,C17,,,,,,,,,,,,,,,
000102-00-0478,C18,C17,C05,C12,,,,,,,,,,,,,,
000102-00-0480,C14,C16,C18,C04,C03,C08,C06,C07,C09,C10,C01,C02,,,,,,
000102-00-0481,C18,C05,C17,,,,,,,,,,,,,,,
000102-00-0485,C18,C14,C16,C05,C07,,,,,,,,,,,,,
000102-00-0486,C18,C17,C04,C12,,,,,,,,,,,,,,
000102-00-0489,C17,C18,C05,,,,,,,,,,,,,,,
000102-00-0491,C18,C17,,,,,,,,,,,,,,,,
000102-00-0493,C18,C17,C12,C13,C14,,,,,,,,,,,,,
000102-00-0494,C18,C05,C12,C17,,,,,,,,,,,,,,
000102-00-0497,C17,,,,,,,,,,,,,,,,,
000102-00-0499,C05,C17,C12,,,,,,,,,,,,,,,
000102-00-0500,C18,C05,,,,,,,,,,,,,,,,
000102-00-0502,C18,C17,C04,C05,,,,,,,,,,,,,,
000102-00-0505,C17,C12,C16,,,,,,,,,,,,,,,
000102-00-0508,C18,C05,C17,,,,,,,,,,,,,,,
000102-00-0509,C18,C05,C17,C14,,,,,,,,,,,,,,
000102-00-0511,C18,C17,C05,C13,C16,C14,C12,C03,C04,C10,C15,C01,C08,C07,C09,C06,C02,C11
000102-00-0512,C14,C17,C18,,,,,,,,,,,,,,,
000102-00-0514,C02,C17,,,,,,,,,,,,,,,,
000102-00-0517,C18,C05,C17,,,,,,,,,,,,,,,
000102-00-0518,C18,C17,C14,C03,C12,,,,,,,,,,,,,
000102-00-0520,C18,C17,C05,,,,,,,,,,,,,,,
000102-00-0522,C18,C10,C16,C03,C04,C08,C12,C14,C02,C11,C09,C13,,,,,,
000102-00-0524,C17,C18,C04,C05,C16,C13,C03,C12,C14,,,,,,,,,
000102-00-0526,C18,C17,C05,,,,,,,,,,,,,,,
000102-00-0528,C03,C04,C05,C16,C18,,,,,,,,,,,,,
000102-00-0531,C18,,,,,,,,,,,,,,,,,
000102-00-0532,C18,,,,,,,,,,,,,,,,,
000102-00-0535,C18,C14,,,,,,,,,,,,,,,,
000102-00-0536,C18,C03,C17,C07,C11,C08,C14,,,,,,,,,,,
000102-00-0539,C18,C05,C17,,,,,,,,,,,,,,,
000102-00-0541,C18,C05,C12,C17,C16,,,,,,,,,,,,,
000102-00-0542,C18,C17,C05,C12,C13,C11,C10,C09,C08,C07,C06,C04,C03,C02,C01,C14,C16,C15
000102-00-0544,C18,C17,C05,C12,C01,,,,,,,,,,,,,
000102-00-0545,C18,C05,C17,C04,C11,C12,C14,,,,,,,,,,,
000102-00-0549,C18,C17,C05,C12,C04,,,,,,,,,,,,,
000102-00-0551,C17,C05,C15,C11,C10,C07,C08,C09,,,,,,,,,,
000102-00-0553,C05,C17,C18,C12,,,,,,,,,,,,,,
000102-00-0554,C17,C18,,,,,,,,,,,,,,,,
000102-00-0555,C17,C18,C14,C05,C03,,,,,,,,,,,,,
000102-00-0558,C16,C12,C18,C04,C03,C06,C10,C14,C17,C05,,,,,,,,
000102-00-0559,C16,C12,,,,,,,,,,,,,,,,
000102-00-0562,C18,C12,C17,C03,C16,C07,C08,C09,C10,C11,,,,,,,,
000102-00-0564,C16,C05,C15,C03,,,,,,,,,,,,,,
000102-00-0566,C18,C17,C04,,,,,,,,,,,,,,,
000102-00-0568,C18,,,,,,,,,,,,,,,,,
000102-00-0570,C12,,,,,,,,,,,,,,,,,
000102-00-0572,C18,C05,C17,C12,,,,,,,,,,,,,,
000102-00-0575,C17,C18,C14,C16,C05,C12,C03,C15,,,,,,,,,,
000102-00-0577,C05,C17,,,,,,,,,,,,,,,,
000102-00-0579,C17,,,,,,,,,,,,,,,,,
000102-00-0582,C18,C05,C12,C17,,,,,,,,,,,,,,
000102-00-0583,C05,C17,,,,,,,,,,,,,,,,
000102-00-0586,C17,C05,C18,C12,C14,,,,,,,,,,,,,
000102-00-0587,C18,C17,C05,C12,C10,C09,,,,,,,,,,,,
000102-00-0588,C17,C18,C05,C12,C13,,,,,,,,,,,,,
000102-00-0591,C17,C13=C16,C11,C14,C10,C09,C08,C04,C03,C05,C06,C12,C07,C02,C15,C01,C18,
000102-00-0592,C18,C17,C05,,,,,,,,,,,,,,,
000102-00-0594,C09,C02,C07,C12,C05,,,,,,,,,,,,,
000102-00-0597,C18,C12,,,,,,,,,,,,,,,,
000102-00-0598,C17,C18,C04,C14,,,,,,,,,,,,,,
000102-00-0600,C18,C05,C17,,,,,,,,,,,,,,,
000102-00-0602,C18,C05,C14,C17,C16,C12,C13,C08,C07,,,,,,,,,
000102-00-0604,C05,,,,,,,,,,,,,,,,,
000102-00-0607,C17,C18,C05,C12,C16,C14,,,,,,,,,,,,
000102-00-0609,C05,C18,,,,,,,,,,,,,,,,
000102-00-0612,C18,C17,C14,C12,C04,C07,,,,,,,,,,,,
000102-00-0613,C18,C05,C17,,,,,,,,,,,,,,,
000102-00-0615,C18,C05,C03,C12,,,,,,,,,,,,,,
000102-00-0617,C05,C18,C17,C12,,,,,,,,,,,,,,
000102-00-0622,C18,,,,,,,,,,,,,,,,,
000102-00-0624,C18,,,,,,,,,,,,,,,,,
000102-00-0635,C18,C17,C05,,,,,,,,,,,,,,,
000102-00-0636,C05,C18,C12,C17,,,,,,,,,,,,,,
000102-00-0637,C17,C18,,,,,,,,,,,,,,,,
000102-00-0638,C18,C03,C12,,,,,,,,,,,,,,,
000102-00-0640,C17,C18,C04,C05,,,,,,,,,,,,,,
000102-00-0641,C18,C08,C06,C17,,,,,,,,,,,,,,
000102-00-0642,C18,C05,C17,C14,C12,,,,,,,,,,,,,
000102-00-0643,C13,C15,C03,C04,C06,C05,,,,,,,,,,,,
000102-00-0644,C03,C14,C16,C18,C17,C05,C12,C13,,,,,,,,,,
000102-00-0645,C18,C17,C05,C12,,,,,,,,,,,,,,
000102-00-0646,C18,C17,C05,,,,,,,,,,,,,,,
000102-00-0648,C18,C05,C17,C14,,,,,,,,,,,,,,
000102-00-0649,C18,C05,C17,C14,,,,,,,,,,,,,,
000102-00-0652,C18,C14,C04,C03,C05,,,,,,,,,,,,,
000102-00-0653,C15,C10,C04,C05,C03,C12,C17,C16,,,,,,,,,,
000102-00-0657,C17,C18,C04,C05,,,,,,,,,,,,,,
000102-00-0658,C09,C07,,,,,,,,,,,,,,,,
000102-00-0663,C15,C10,C17,C04,C03,C12,C05,C13,,,,,,,,,,
