rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9
"Nolan, Patricia M.","Schuster, Luc","Tauber, Nancy","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped
"McGovern, Marc C.","Harding, Richard, Jr.","Schuster, Luc","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped
"Tauber, Nancy","Grassi, Joseph G.","Harding, Richard, Jr.","McGovern, Marc C.","Schuster, Luc","Nolan, Patricia M.","Lemily Wiggins, Gail","Malner, Stefan",skipped
"Schuster, Luc","Fantini, Alfred B.","Tauber, Nancy","McGovern, Marc C.","Grassi, Joseph G.",skipped,skipped,skipped,skipped
"Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Tauber, Nancy","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Schuster, Luc","Tauber, Nancy","Lemily Wiggins, Gail","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped
"Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Lemily Wiggins, Gail","Schuster, Luc","Tauber, Nancy","Harding, Richard, Jr.","Malner, Stefan",skipped,skipped,skipped,skipped
"Tauber, Nancy","Lemily Wiggins, Gail","Grassi, Joseph G.","Fantini, Alfred B.","Schuster, Luc",skipped,skipped,skipped,"Nolan, Patricia M."
"McGovern, Marc C.","Schuster, Luc","Lemily Wiggins, Gail","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped
"Grassi, Joseph G.","McGovern, Marc C.","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped
"Grassi, Joseph G.","Tauber, Nancy","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped
"Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Tauber, Nancy","Lemily Wiggins, Gail","Malner, Stefan",skipped,skipped,skipped,skipped,skipped,skipped
"Grassi, Joseph G.","Fantini, Alfred B.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped
"Grassi, Joseph G.","Fantini, Alfred B.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped
"Harding, Richard, Jr.","McGovern, Marc C.","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Grassi, Joseph G.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Lemily Wiggins, Gail","Nolan, Patricia M.","McGovern, Marc C.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped
"Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Tauber, Nancy","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","McGovern, Marc C.","Schuster, Luc","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped
"Grassi, Joseph G.","Tauber, Nancy","Fantini, Alfred B.","Malner, Stefan","Nolan, Patricia M.","Schuster, Luc","Lemily Wiggins, Gail","McGovern, Marc C.",skipped
"Schuster, Luc","Tauber, Nancy","Nolan, Patricia M.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped
"Schuster, Luc","McGovern, Marc C.","Nolan, Patricia M.","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped
"Grassi, Joseph G.","Tauber, Nancy","Lemily Wiggins, Gail","Fantini, Alfred B.","McGovern, Marc C.",skipped,skipped,skipped,skipped
"Tauber, Nancy","McGovern, Marc C.","Lemily Wiggins, Gail","Nolan, Patricia M.","Harding, Richard, Jr.","Schuster, Luc",skipped,skipped,skipped
"Nolan, Patricia M.","Schuster, Luc","Harding, Richard, Jr.","McGovern, Marc C.","Lemily Wiggins, Gail","Tauber, Nancy",skipped,skipped,skipped
"McGovern, Marc C.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"McGovern, Marc C.","Schuster, Luc",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"McGovern, Marc C.","Tauber, Nancy","Schuster, Luc",skipped,skipped,skipped,skipped,skipped,skipped
"McGovern, Marc C.","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"McGovern, Marc C.","Tauber, Nancy","Nolan, Patricia M.","Grassi, Joseph G.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped
"Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"McGovern, Marc C.","Grassi, Joseph G.","Harding, Richard, Jr.","Nolan, Patricia M.","Fantini, Alfred B.","Tauber, Nancy","Schuster, Luc","Malner, Stefan","Lemily Wiggins, Gail"
"McGovern, Marc C.","Grassi, Joseph G.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped
"Tauber, Nancy","Lemily Wiggins, Gail","McGovern, Marc C.","Harding, Richard, Jr.","Schuster, Luc","Nolan, Patricia M.","Grassi, Joseph G.","Malner, Stefan","Fantini, Alfred B."
"McGovern, Marc C.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Harding, Richard, Jr.","McGovern, Marc C.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
"Tauber, Nancy","Lemily Wiggins, Gail","McGovern, Marc C.","Grassi, Joseph G.","Schuster, Luc",skipped,skipped,skipped,skipped
"Tauber, Nancy","Schuster, Luc","Grassi, Joseph G.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped
"Harding, Richard, Jr.","McGovern, Marc C.","Schuster, Luc",skipped,skipped,skipped,skipped,skipped,skipped
"Tauber, Nancy","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Schuster, Luc","Tauber, Nancy","McGovern, Marc C.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped
"Tauber, Nancy","McGovern, Marc C.","Schuster, Luc",skipped,skipped,skipped,skipped,skipped,skipped
"Tauber, Nancy","Harding, Richard, Jr.","Grassi, Joseph G.","Nolan, Patricia M.","Schuster, Luc",skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Grassi, Joseph G.","Harding, Richard, Jr.","Schuster, Luc","Fantini, Alfred B.",skipped,skipped,skipped,skipped
"Tauber, Nancy","Grassi, Joseph G.","Schuster, Luc","Harding, Richard, Jr.","McGovern, Marc C.",skipped,skipped,skipped,skipped
"McGovern, Marc C.","Lemily Wiggins, Gail",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","McGovern, Marc C.","Fantini, Alfred B.","Lemily Wiggins, Gail","Harding, Richard, Jr.",skipped,skipped,skipped,skipped
"Schuster, Luc","Tauber, Nancy","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped
"Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Tauber, Nancy","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Tauber, Nancy","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Schuster, Luc","McGovern, Marc C.","Nolan, Patricia M.","Lemily Wiggins, Gail","Tauber, Nancy","Harding, Richard, Jr.",skipped,skipped,skipped
"Schuster, Luc","McGovern, Marc C.","Nolan, Patricia M.","Lemily Wiggins, Gail","Tauber, Nancy","Harding, Richard, Jr.",skipped,skipped,skipped
"McGovern, Marc C.","Grassi, Joseph G.","Tauber, Nancy","Lemily Wiggins, Gail","Nolan, Patricia M.",skipped,skipped,skipped,skipped
"Grassi, Joseph G.","Tauber, Nancy","McGovern, Marc C.","Nolan, Patricia M.","Schuster, Luc","Fantini, Alfred B.","Harding, Richard, Jr.","Lemily Wiggins, Gail","Malner, Stefan"
"Schuster, Luc","Lemily Wiggins, Gail","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped
"McGovern, Marc C.","Fantini, Alfred B.","Nolan, Patricia M.","Tauber, Nancy","Grassi, Joseph G.",skipped,skipped,skipped,skipped
"Schuster, Luc","Tauber, Nancy","Lemily Wiggins, Gail","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped
"Schuster, Luc","Fantini, Alfred B.","Tauber, Nancy","Lemily Wiggins, Gail",skipped,skipped,skipped,skipped,skipped
"Tauber, Nancy","Schuster, Luc","McGovern, Marc C.","Fantini, Alfred B.","Grassi, Joseph G.","Harding, Richard, Jr.",skipped,skipped,skipped
"McGovern, Marc C.","Harding, Richard, Jr.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
"Schuster, Luc","McGovern, Marc C.","Harding, Richard, Jr.","Fantini, Alfred B.","Grassi, Joseph G.","Nolan, Patricia M.","Tauber, Nancy","Lemily Wiggins, Gail","Malner, Stefan"
"Tauber, Nancy","Schuster, Luc","Nolan, Patricia M.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped
"McGovern, Marc C.","Grassi, Joseph G.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"McGovern, Marc C.","Schuster, Luc","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Harding, Richard, Jr.","Grassi, Joseph G.","McGovern, Marc C.","Nolan, Patricia M.","Schuster, Luc","Tauber, Nancy","Lemily Wiggins, Gail","Malner, Stefan"
"Nolan, Patricia M.","Tauber, Nancy","McGovern, Marc C.","Harding, Richard, Jr.","Malner, Stefan","Schuster, Luc","Lemily Wiggins, Gail",skipped,skipped
skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"McGovern, Marc C.","Harding, Richard, Jr.","Schuster, Luc","Nolan, Patricia M.","Tauber, Nancy",skipped,skipped,skipped,skipped
"Tauber, Nancy","McGovern, Marc C.","Schuster, Luc","Grassi, Joseph G.","Lemily Wiggins, Gail","Malner, Stefan",skipped,skipped,skipped
"Lemily Wiggins, Gail","Tauber, Nancy","Schuster, Luc",skipped,skipped,skipped,skipped,skipped,skipped
skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Lemily Wiggins, Gail","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
"McGovern, Marc C.","Fantini, Alfred B.","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped
"Schuster, Luc","Nolan, Patricia M.","Tauber, Nancy","Harding, Richard, Jr.","Lemily Wiggins, Gail","McGovern, Marc C.",skipped,skipped,skipped
"Tauber, Nancy","Schuster, Luc","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped
"Tauber, Nancy","Schuster, Luc","McGovern, Marc C.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped
"Schuster, Luc","Harding, Richard, Jr.","Nolan, Patricia M.","Tauber, Nancy","McGovern, Marc C.","Lemily Wiggins, Gail",skipped,skipped,skipped
"McGovern, Marc C.","Tauber, Nancy","Schuster, Luc",skipped,skipped,skipped,skipped,skipped,skipped
"Tauber, Nancy","Schuster, Luc","Nolan, Patricia M.","McGovern, Marc C.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped
"McGovern, Marc C.","Tauber, Nancy","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
"McGovern, Marc C.","Nolan, Patricia M.","Schuster, Luc","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Grassi, Joseph G.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped
"Harding, Richard, Jr.","Schuster, Luc","Tauber, Nancy","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Lemily Wiggins, Gail","Nolan, Patricia M.","Harding, Richard, Jr.","McGovern, Marc C.","Grassi, Joseph G.","Tauber, Nancy",skipped,skipped
"Tauber, Nancy","Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
"Harding, Richard, Jr.","McGovern, Marc C.","Tauber, Nancy","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped
"Harding, Richard, Jr.","Tauber, Nancy","Fantini, Alfred B.","Malner, Stefan","Schuster, Luc",skipped,skipped,skipped,skipped
"Schuster, Luc","McGovern, Marc C.","Tauber, Nancy","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped
"McGovern, Marc C.","Tauber, Nancy","Harding, Richard, Jr.","Schuster, Luc","Fantini, Alfred B.","Lemily Wiggins, Gail",skipped,skipped,skipped
"McGovern, Marc C.","Tauber, Nancy","Harding, Richard, Jr.","Schuster, Luc","Fantini, Alfred B.",skipped,skipped,skipped,skipped
"Harding, Richard, Jr.","Tauber, Nancy","Nolan, Patricia M.","Schuster, Luc","McGovern, Marc C.",skipped,skipped,skipped,skipped
"Harding, Richard, Jr.","Schuster, Luc",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Harding, Richard, Jr.","Lemily Wiggins, Gail","McGovern, Marc C.","Schuster, Luc","Tauber, Nancy","Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped
"Schuster, Luc","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Grassi, Joseph G.","Harding, Richard, Jr.","Lemily Wiggins, Gail","Nolan, Patricia M.","Schuster, Luc","Fantini, Alfred B.","Tauber, Nancy","Malner, Stefan","McGovern, Marc C."
"Tauber, Nancy","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Tauber, Nancy","McGovern, Marc C.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
"McGovern, Marc C.","Nolan, Patricia M.","Fantini, Alfred B.","Harding, Richard, Jr.","Schuster, Luc",skipped,skipped,skipped,skipped
"McGovern, Marc C.","Schuster, Luc","Nolan, Patricia M.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Schuster, Luc","McGovern, Marc C.","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped
"Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Harding, Richard, Jr.","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Harding, Richard, Jr.","Nolan, Patricia M.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped
"McGovern, Marc C.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Tauber, Nancy","Lemily Wiggins, Gail",skipped,skipped,skipped,skipped,skipped,skipped
"McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Schuster, Luc","McGovern, Marc C.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"McGovern, Marc C.","Tauber, Nancy","Harding, Richard, Jr.","Schuster, Luc",skipped,skipped,skipped,skipped,skipped
"Schuster, Luc","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Tauber, Nancy","Lemily Wiggins, Gail","Grassi, Joseph G.","Malner, Stefan","McGovern, Marc C.",skipped,skipped,skipped
"McGovern, Marc C.","Nolan, Patricia M.","Harding, Richard, Jr.","Schuster, Luc","Tauber, Nancy",skipped,skipped,skipped,skipped
"Tauber, Nancy","McGovern, Marc C.","Lemily Wiggins, Gail","Harding, Richard, Jr.","Grassi, Joseph G.","Fantini, Alfred B.",skipped,skipped,skipped
"McGovern, Marc C.","Lemily Wiggins, Gail","Fantini, Alfred B.","Grassi, Joseph G.","Tauber, Nancy",skipped,skipped,skipped,skipped
"Schuster, Luc","Harding, Richard, Jr.","Malner, Stefan",skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Tauber, Nancy","Schuster, Luc","Nolan, Patricia M.","Grassi, Joseph G.",skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Harding, Richard, Jr.","Grassi, Joseph G.","Fantini, Alfred B.","Tauber, Nancy",skipped,skipped,skipped,skipped
"McGovern, Marc C.","Fantini, Alfred B.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
"Tauber, Nancy","Lemily Wiggins, Gail","Malner, Stefan",skipped,skipped,skipped,skipped,skipped,skipped
"Lemily Wiggins, Gail","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Tauber, Nancy","Schuster, Luc","Lemily Wiggins, Gail","McGovern, Marc C.","Fantini, Alfred B.",skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Schuster, Luc","Harding, Richard, Jr.","Fantini, Alfred B.","Grassi, Joseph G.","McGovern, Marc C.","Lemily Wiggins, Gail","Tauber, Nancy","Malner, Stefan"
"Grassi, Joseph G.","Fantini, Alfred B.","McGovern, Marc C.","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped
"Grassi, Joseph G.","Fantini, Alfred B.","McGovern, Marc C.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Harding, Richard, Jr.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
"McGovern, Marc C.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Grassi, Joseph G.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"McGovern, Marc C.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Tauber, Nancy","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Harding, Richard, Jr.","Grassi, Joseph G.","Fantini, Alfred B.","McGovern, Marc C.","Nolan, Patricia M.",skipped,skipped,skipped,skipped
"Harding, Richard, Jr.","Lemily Wiggins, Gail","Nolan, Patricia M.","Tauber, Nancy","Grassi, Joseph G.","Malner, Stefan","McGovern, Marc C.","Schuster, Luc","Fantini, Alfred B."
"Fantini, Alfred B.","Tauber, Nancy","Nolan, Patricia M.","Lemily Wiggins, Gail","McGovern, Marc C.",skipped,skipped,skipped,skipped
"Tauber, Nancy","McGovern, Marc C.","Lemily Wiggins, Gail","Malner, Stefan",skipped,skipped,skipped,skipped,skipped
"Tauber, Nancy","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Schuster, Luc","Tauber, Nancy","Nolan, Patricia M.","Lemily Wiggins, Gail",skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Grassi, Joseph G.","McGovern, Marc C.","Harding, Richard, Jr.","Nolan, Patricia M.",skipped,skipped,skipped,skipped
"Nolan, Patricia M.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Harding, Richard, Jr.","Tauber, Nancy","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
"Tauber, Nancy","McGovern, Marc C.","Fantini, Alfred B.","Malner, Stefan",skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","McGovern, Marc C.","Tauber, Nancy","Harding, Richard, Jr.","Grassi, Joseph G.",skipped,skipped,skipped,skipped
"Fantini, Alfred B.","McGovern, Marc C.","Nolan, Patricia M.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped
"McGovern, Marc C.","Schuster, Luc",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Harding, Richard, Jr.","Fantini, Alfred B.","McGovern, Marc C.","Nolan, Patricia M.","Schuster, Luc",skipped,skipped,skipped,skipped
"Fantini, Alfred B.","McGovern, Marc C.","Tauber, Nancy","Nolan, Patricia M.","Lemily Wiggins, Gail",skipped,skipped,skipped,skipped
"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Schuster, Luc","McGovern, Marc C.","Tauber, Nancy","Fantini, Alfred B.",skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Grassi, Joseph G.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped
"Schuster, Luc","McGovern, Marc C.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Harding, Richard, Jr.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped
"Grassi, Joseph G.","McGovern, Marc C.","Lemily Wiggins, Gail","Schuster, Luc","Harding, Richard, Jr.","Tauber, Nancy",skipped,skipped,skipped
"McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Grassi, Joseph G.","Fantini, Alfred B.","Schuster, Luc","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Harding, Richard, Jr.","Tauber, Nancy","Schuster, Luc","Lemily Wiggins, Gail","McGovern, Marc C.",skipped,skipped,skipped
"McGovern, Marc C.","Tauber, Nancy","Grassi, Joseph G.","Fantini, Alfred B.","Harding, Richard, Jr.","Nolan, Patricia M.","Schuster, Luc",skipped,skipped
"McGovern, Marc C.","Fantini, Alfred B.","Nolan, Patricia M.","Grassi, Joseph G.","Lemily Wiggins, Gail","Harding, Richard, Jr.","Tauber, Nancy","Schuster, Luc","Malner, Stefan"
"Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Tauber, Nancy","Fantini, Alfred B.","Grassi, Joseph G.",skipped,"McGovern, Marc C.","Harding, Richard, Jr.",skipped,skipped,skipped
"Nolan, Patricia M.","Grassi, Joseph G.","Schuster, Luc","Lemily Wiggins, Gail","Tauber, Nancy",skipped,skipped,skipped,skipped
"McGovern, Marc C.","Harding, Richard, Jr.","Schuster, Luc","Tauber, Nancy","Fantini, Alfred B.",skipped,skipped,skipped,skipped
"Schuster, Luc","McGovern, Marc C.","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped
"Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Lemily Wiggins, Gail","Tauber, Nancy","Harding, Richard, Jr.","Malner, Stefan","Schuster, Luc","McGovern, Marc C.",skipped,skipped,skipped
"Fantini, Alfred B.","Grassi, Joseph G.","McGovern, Marc C.","Tauber, Nancy","Nolan, Patricia M.","Harding, Richard, Jr.","Lemily Wiggins, Gail","Malner, Stefan","Schuster, Luc"
"Harding, Richard, Jr.","Nolan, Patricia M.","Schuster, Luc","Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Grassi, Joseph G.","Tauber, Nancy","Nolan, Patricia M.","Schuster, Luc","Malner, Stefan","Lemily Wiggins, Gail",skipped,skipped
"Harding, Richard, Jr.","Nolan, Patricia M.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped
"Harding, Richard, Jr.","Grassi, Joseph G.","Tauber, Nancy",skipped,"McGovern, Marc C.",skipped,skipped,skipped,skipped
"Tauber, Nancy","Schuster, Luc","Nolan, Patricia M.","Lemily Wiggins, Gail","Malner, Stefan","Fantini, Alfred B.","Grassi, Joseph G.","Harding, Richard, Jr.","McGovern, Marc C."
"Harding, Richard, Jr.","Nolan, Patricia M.","McGovern, Marc C.","Schuster, Luc","Fantini, Alfred B.","Tauber, Nancy","Lemily Wiggins, Gail",skipped,skipped
"Fantini, Alfred B.","Grassi, Joseph G.","McGovern, Marc C.","Lemily Wiggins, Gail","Nolan, Patricia M.","Tauber, Nancy",skipped,skipped,skipped
"Schuster, Luc","Grassi, Joseph G.","Nolan, Patricia M.","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped
